instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season,weathersit,day_type,usage_category
8706,2012-01-03,1,1,1,13,0,2,1,1,7.38,0.1212,34.0,43.9989,5,68,73,spring,Clear Cloudy,Workday,Medium Usage
8707,2012-01-03,1,1,1,14,0,2,1,1,6.5600000000000005,0.1212,43.0,35.0008,7,72,79,spring,Clear Cloudy,Workday,Medium Usage
8708,2012-01-03,1,1,1,15,0,2,1,1,6.5600000000000005,0.1212,37.0,27.999299999999998,9,68,77,spring,Clear Cloudy,Workday,Medium Usage
8709,2012-01-03,1,1,1,16,0,2,1,1,5.74,0.0909,39.0,39.000699999999995,7,129,136,spring,Clear Cloudy,Workday,Medium Usage
8710,2012-01-03,1,1,1,17,0,2,1,1,5.74,0.1061,26.0,31.0009,4,241,245,spring,Clear Cloudy,Workday,Medium Usage
8711,2012-01-03,1,1,1,18,0,2,1,1,5.74,0.0909,26.0,35.0008,10,214,224,spring,Clear Cloudy,Workday,Medium Usage
8712,2012-01-03,1,1,1,19,0,2,1,1,4.92,0.0909,28.000000000000004,27.999299999999998,4,152,156,spring,Clear Cloudy,Workday,Medium Usage
8713,2012-01-03,1,1,1,20,0,2,1,1,4.92,0.1212,33.0,16.997899999999998,0,115,115,spring,Clear Cloudy,Workday,Medium Usage
8714,2012-01-03,1,1,1,21,0,2,1,1,4.1000000000000005,0.1061,36.0,15.001299999999999,2,66,68,spring,Clear Cloudy,Workday,Medium Usage
8715,2012-01-03,1,1,1,22,0,2,1,1,4.1000000000000005,0.1061,46.0,16.997899999999998,0,33,33,spring,Clear Cloudy,Workday,Low Usage
8716,2012-01-03,1,1,1,23,0,2,1,1,4.1000000000000005,0.0758,46.0,26.0027,0,18,18,spring,Clear Cloudy,Workday,Low Usage
8717,2012-01-04,1,1,1,0,0,3,1,1,3.2800000000000002,0.0606,42.0,22.0028,0,9,9,spring,Clear Cloudy,Workday,Low Usage
8718,2012-01-04,1,1,1,1,0,3,1,1,1.6400000000000001,0.0303,38.0,19.999499999999998,0,3,3,spring,Clear Cloudy,Workday,Low Usage
8719,2012-01-04,1,1,1,2,0,3,1,1,0.8200000000000001,0.0152,34.0,19.0012,0,1,1,spring,Clear Cloudy,Workday,Low Usage
8720,2012-01-04,1,1,1,3,0,3,1,1,0.8200000000000001,0.0152,34.0,19.0012,0,1,1,spring,Clear Cloudy,Workday,Low Usage
8721,2012-01-04,1,1,1,4,0,3,1,1,0.8200000000000001,0.0455,41.0,12.998000000000001,0,2,2,spring,Clear Cloudy,Workday,Low Usage
8722,2012-01-04,1,1,1,5,0,3,1,1,0.8200000000000001,0.0455,41.0,12.998000000000001,0,14,14,spring,Clear Cloudy,Workday,Low Usage
8723,2012-01-04,1,1,1,6,0,3,1,1,0.8200000000000001,0.0455,41.0,11.0014,0,59,59,spring,Clear Cloudy,Workday,Medium Usage
8724,2012-01-04,1,1,1,7,0,3,1,1,0.8200000000000001,0.0455,44.0,12.998000000000001,1,151,152,spring,Clear Cloudy,Workday,Medium Usage
8725,2012-01-04,1,1,1,8,0,3,1,1,0.8200000000000001,0.0606,44.0,8.9981,5,310,315,spring,Clear Cloudy,Workday,High Usage
8726,2012-01-04,1,1,1,9,0,3,1,1,1.6400000000000001,0.0606,45.0,8.9981,7,173,180,spring,Clear Cloudy,Workday,Medium Usage
8727,2012-01-04,1,1,1,10,0,3,1,1,2.46,0.1061,45.0,0.0,7,57,64,spring,Clear Cloudy,Workday,Medium Usage
8728,2012-01-04,1,1,1,11,0,3,1,2,3.2800000000000002,0.1212,42.0,6.0032,6,40,46,spring,Mist Cloudy,Workday,Medium Usage
8729,2012-01-04,1,1,1,12,0,3,1,2,4.1000000000000005,0.1061,46.0,12.998000000000001,9,75,84,spring,Mist Cloudy,Workday,Medium Usage
8730,2012-01-04,1,1,1,13,0,3,1,2,5.74,0.1212,43.0,16.997899999999998,9,82,91,spring,Mist Cloudy,Workday,Medium Usage
8731,2012-01-04,1,1,1,14,0,3,1,2,5.74,0.1212,46.0,16.997899999999998,6,69,75,spring,Mist Cloudy,Workday,Medium Usage
8732,2012-01-04,1,1,1,15,0,3,1,2,7.38,0.1515,37.0,22.0028,9,81,90,spring,Mist Cloudy,Workday,Medium Usage
8733,2012-01-04,1,1,1,16,0,3,1,2,7.38,0.1667,40.0,19.0012,8,123,131,spring,Mist Cloudy,Workday,Medium Usage
8734,2012-01-04,1,1,1,17,0,3,1,2,8.200000000000001,0.197,40.0,12.998000000000001,9,272,281,spring,Mist Cloudy,Workday,Medium Usage
8735,2012-01-04,1,1,1,18,0,3,1,2,8.200000000000001,0.2121,37.0,8.9981,9,280,289,spring,Mist Cloudy,Workday,High Usage
8736,2012-01-04,1,1,1,19,0,3,1,2,8.200000000000001,0.2273,40.0,7.0015,2,182,184,spring,Mist Cloudy,Workday,Medium Usage
8737,2012-01-04,1,1,1,20,0,3,1,2,8.200000000000001,0.197,40.0,12.998000000000001,2,121,123,spring,Mist Cloudy,Workday,Medium Usage
8738,2012-01-04,1,1,1,21,0,3,1,2,8.200000000000001,0.2576,44.0,0.0,2,88,90,spring,Mist Cloudy,Workday,Medium Usage
8739,2012-01-04,1,1,1,22,0,3,1,2,8.200000000000001,0.2273,47.0,6.0032,4,48,52,spring,Mist Cloudy,Workday,Medium Usage
8740,2012-01-04,1,1,1,23,0,3,1,2,8.200000000000001,0.2273,44.0,7.0015,0,32,32,spring,Mist Cloudy,Workday,Low Usage
8741,2012-01-05,1,1,1,0,0,4,1,2,9.02,0.2273,47.0,12.998000000000001,1,13,14,spring,Mist Cloudy,Workday,Low Usage
8742,2012-01-05,1,1,1,1,0,4,1,1,8.200000000000001,0.2273,51.0,6.0032,0,5,5,spring,Clear Cloudy,Workday,Low Usage
8743,2012-01-05,1,1,1,2,0,4,1,1,8.200000000000001,0.2273,51.0,6.0032,0,4,4,spring,Clear Cloudy,Workday,Low Usage
8744,2012-01-05,1,1,1,3,0,4,1,1,8.200000000000001,0.2576,61.0,0.0,0,4,4,spring,Clear Cloudy,Workday,Low Usage
8745,2012-01-05,1,1,1,4,0,4,1,2,8.200000000000001,0.2273,59.0,6.0032,0,5,5,spring,Mist Cloudy,Workday,Low Usage
8746,2012-01-05,1,1,1,5,0,4,1,2,8.200000000000001,0.2273,59.0,6.0032,0,26,26,spring,Mist Cloudy,Workday,Low Usage
8747,2012-01-05,1,1,1,6,0,4,1,2,8.200000000000001,0.2121,75.0,8.9981,0,78,78,spring,Mist Cloudy,Workday,Medium Usage
8748,2012-01-05,1,1,1,7,0,4,1,2,8.200000000000001,0.2273,69.0,6.0032,3,212,215,spring,Mist Cloudy,Workday,Medium Usage
8749,2012-01-05,1,1,1,8,0,4,1,2,8.200000000000001,0.2576,75.0,0.0,11,377,388,spring,Mist Cloudy,Workday,High Usage
8750,2012-01-05,1,1,1,9,0,4,1,2,9.02,0.2727,69.0,0.0,7,220,227,spring,Mist Cloudy,Workday,Medium Usage
8751,2012-01-05,1,1,1,10,0,4,1,2,9.84,0.2576,52.0,6.0032,5,81,86,spring,Mist Cloudy,Workday,Medium Usage
8752,2012-01-05,1,1,1,11,0,4,1,1,12.299999999999999,0.3333,49.0,0.0,6,78,84,spring,Clear Cloudy,Workday,Medium Usage
8753,2012-01-05,1,1,1,12,0,4,1,1,12.299999999999999,0.2879,49.0,16.997899999999998,6,114,120,spring,Clear Cloudy,Workday,Medium Usage
8754,2012-01-05,1,1,1,13,0,4,1,1,13.940000000000001,0.303,42.0,19.999499999999998,6,112,118,spring,Clear Cloudy,Workday,Medium Usage
8755,2012-01-05,1,1,1,14,0,4,1,1,13.940000000000001,0.3182,39.0,19.0012,13,104,117,spring,Clear Cloudy,Workday,Medium Usage
8756,2012-01-05,1,1,1,15,0,4,1,1,14.76,0.3333,34.0,19.0012,6,113,119,spring,Clear Cloudy,Workday,Medium Usage
8757,2012-01-05,1,1,1,16,0,4,1,1,14.76,0.3333,34.0,19.0012,19,178,197,spring,Clear Cloudy,Workday,Medium Usage
8758,2012-01-05,1,1,1,17,0,4,1,2,14.76,0.3485,34.0,12.998000000000001,19,393,412,spring,Mist Cloudy,Workday,High Usage
8759,2012-01-05,1,1,1,18,0,4,1,1,13.940000000000001,0.3333,36.0,11.0014,9,374,383,spring,Clear Cloudy,Workday,High Usage
8760,2012-01-05,1,1,1,19,0,4,1,1,13.940000000000001,0.3485,34.0,6.0032,10,255,265,spring,Clear Cloudy,Workday,Medium Usage
8761,2012-01-05,1,1,1,20,0,4,1,1,12.299999999999999,0.3333,49.0,0.0,5,172,177,spring,Clear Cloudy,Workday,Medium Usage
8762,2012-01-05,1,1,1,21,0,4,1,1,10.66,0.2727,60.0,8.9981,9,88,97,spring,Clear Cloudy,Workday,Medium Usage
8763,2012-01-05,1,1,1,22,0,4,1,1,10.66,0.2576,60.0,11.0014,1,70,71,spring,Clear Cloudy,Workday,Medium Usage
8764,2012-01-05,1,1,1,23,0,4,1,1,9.84,0.2576,70.0,7.0015,4,56,60,spring,Clear Cloudy,Workday,Medium Usage
8765,2012-01-06,1,1,1,0,0,5,1,1,9.02,0.2576,75.0,6.0032,1,24,25,spring,Clear Cloudy,Workday,Low Usage
8766,2012-01-06,1,1,1,1,0,5,1,1,9.02,0.2727,75.0,0.0,2,6,8,spring,Clear Cloudy,Workday,Low Usage
8767,2012-01-06,1,1,1,2,0,5,1,1,9.02,0.2273,69.0,11.0014,2,3,5,spring,Clear Cloudy,Workday,Low Usage
8768,2012-01-06,1,1,1,3,0,5,1,1,9.02,0.2424,69.0,7.0015,1,3,4,spring,Clear Cloudy,Workday,Low Usage
8769,2012-01-06,1,1,1,4,0,5,1,1,9.02,0.2273,69.0,8.9981,0,3,3,spring,Clear Cloudy,Workday,Low Usage
8770,2012-01-06,1,1,1,5,0,5,1,2,8.200000000000001,0.2121,80.0,8.9981,0,13,13,spring,Mist Cloudy,Workday,Low Usage
8771,2012-01-06,1,1,1,6,0,5,1,2,9.02,0.2424,73.0,7.0015,1,69,70,spring,Mist Cloudy,Workday,Medium Usage
8772,2012-01-06,1,1,1,7,0,5,1,2,9.84,0.2879,65.0,0.0,4,201,205,spring,Mist Cloudy,Workday,Medium Usage
8773,2012-01-06,1,1,1,8,0,5,1,1,9.84,0.2424,70.0,8.9981,11,436,447,spring,Clear Cloudy,Workday,High Usage
8774,2012-01-06,1,1,1,9,0,5,1,1,9.84,0.2424,70.0,11.0014,4,237,241,spring,Clear Cloudy,Workday,Medium Usage
8775,2012-01-06,1,1,1,10,0,5,1,1,10.66,0.2576,65.0,12.998000000000001,14,102,116,spring,Clear Cloudy,Workday,Medium Usage
8776,2012-01-06,1,1,1,11,0,5,1,1,12.299999999999999,0.303,56.00000000000001,11.0014,8,130,138,spring,Clear Cloudy,Workday,Medium Usage
8777,2012-01-06,1,1,1,12,0,5,1,1,14.76,0.3333,50.0,16.997899999999998,23,168,191,spring,Clear Cloudy,Workday,Medium Usage
8778,2012-01-06,1,1,1,13,0,5,1,1,16.400000000000002,0.4091,43.0,19.0012,16,188,204,spring,Clear Cloudy,Workday,Medium Usage
8779,2012-01-06,1,1,1,14,0,5,1,1,18.86,0.4545,36.0,12.998000000000001,26,152,178,spring,Clear Cloudy,Workday,Medium Usage
8780,2012-01-06,1,1,1,15,0,5,1,1,21.32,0.5,27.0,16.997899999999998,44,178,222,spring,Clear Cloudy,Workday,Medium Usage
8781,2012-01-06,1,1,1,16,0,5,1,1,21.32,0.5,27.0,19.0012,35,259,294,spring,Clear Cloudy,Workday,High Usage
8782,2012-01-06,1,1,1,17,0,5,1,1,18.86,0.4545,36.0,15.001299999999999,20,456,476,spring,Clear Cloudy,Workday,High Usage
8783,2012-01-06,1,1,1,18,0,5,1,1,20.5,0.4848,28.999999999999996,16.997899999999998,28,391,419,spring,Clear Cloudy,Workday,High Usage
8784,2012-01-06,1,1,1,19,0,5,1,1,18.86,0.4545,33.0,19.0012,11,261,272,spring,Clear Cloudy,Workday,Medium Usage
8785,2012-01-06,1,1,1,20,0,5,1,1,17.22,0.4242,41.0,12.998000000000001,14,163,177,spring,Clear Cloudy,Workday,Medium Usage
8786,2012-01-06,1,1,1,21,0,5,1,1,16.400000000000002,0.4091,43.0,15.001299999999999,17,137,154,spring,Clear Cloudy,Workday,Medium Usage
8787,2012-01-06,1,1,1,22,0,5,1,1,14.76,0.3485,50.0,12.998000000000001,12,123,135,spring,Clear Cloudy,Workday,Medium Usage
8788,2012-01-06,1,1,1,23,0,5,1,1,14.76,0.3788,50.0,0.0,13,88,101,spring,Clear Cloudy,Workday,Medium Usage
8789,2012-01-07,1,1,1,0,0,6,0,1,14.76,0.3485,50.0,11.0014,2,77,79,spring,Clear Cloudy,Weekend,Medium Usage
8790,2012-01-07,1,1,1,1,0,6,0,1,15.58,0.3939,46.0,11.0014,6,56,62,spring,Clear Cloudy,Weekend,Medium Usage
8791,2012-01-07,1,1,1,2,0,6,0,1,14.76,0.3636,50.0,7.0015,2,36,38,spring,Clear Cloudy,Weekend,Low Usage
8792,2012-01-07,1,1,1,3,0,6,0,1,13.120000000000001,0.3333,56.99999999999999,7.0015,1,19,20,spring,Clear Cloudy,Weekend,Low Usage
8793,2012-01-07,1,1,1,4,0,6,0,1,13.120000000000001,0.3333,56.99999999999999,6.0032,1,9,10,spring,Clear Cloudy,Weekend,Low Usage
8794,2012-01-07,1,1,1,5,0,6,0,1,10.66,0.2727,75.0,7.0015,2,7,9,spring,Clear Cloudy,Weekend,Low Usage
8795,2012-01-07,1,1,1,6,0,6,0,1,10.66,0.2727,75.0,7.0015,0,7,7,spring,Clear Cloudy,Weekend,Low Usage
8796,2012-01-07,1,1,1,7,0,6,0,1,9.02,0.2273,87.0,12.998000000000001,0,20,20,spring,Clear Cloudy,Weekend,Low Usage
8797,2012-01-07,1,1,1,8,0,6,0,1,9.84,0.2576,75.0,7.0015,0,64,64,spring,Clear Cloudy,Weekend,Medium Usage
8798,2012-01-07,1,1,1,9,0,6,0,1,9.02,0.2273,80.0,8.9981,14,116,130,spring,Clear Cloudy,Weekend,Medium Usage
8799,2012-01-07,1,1,1,10,0,6,0,1,11.48,0.303,75.0,6.0032,43,160,203,spring,Clear Cloudy,Weekend,Medium Usage
8800,2012-01-07,1,1,1,11,0,6,0,1,13.940000000000001,0.3182,56.99999999999999,15.001299999999999,74,250,324,spring,Clear Cloudy,Weekend,High Usage
8801,2012-01-07,1,1,1,12,0,6,0,1,16.400000000000002,0.4091,43.0,15.001299999999999,100,276,376,spring,Clear Cloudy,Weekend,High Usage
8802,2012-01-07,1,1,1,13,0,6,0,1,18.04,0.4394,44.0,12.998000000000001,149,296,445,spring,Clear Cloudy,Weekend,High Usage
8803,2012-01-07,1,1,1,14,0,6,0,1,20.5,0.4848,42.0,19.0012,156,356,512,spring,Clear Cloudy,Weekend,High Usage
8804,2012-01-07,1,1,1,15,0,6,0,1,23.779999999999998,0.5455,37.0,19.999499999999998,132,317,449,spring,Clear Cloudy,Weekend,High Usage
8805,2012-01-07,1,1,1,16,0,6,0,2,22.96,0.5303,37.0,19.0012,133,268,401,spring,Mist Cloudy,Weekend,High Usage
8806,2012-01-07,1,1,1,17,0,6,0,2,22.14,0.5152,43.0,8.9981,87,235,322,spring,Mist Cloudy,Weekend,High Usage
8807,2012-01-07,1,1,1,18,0,6,0,1,22.14,0.5152,45.0,8.9981,49,248,297,spring,Clear Cloudy,Weekend,High Usage
8808,2012-01-07,1,1,1,19,0,6,0,1,21.32,0.5,42.0,7.0015,44,171,215,spring,Clear Cloudy,Weekend,Medium Usage
8809,2012-01-07,1,1,1,20,0,6,0,1,20.5,0.4848,39.0,16.997899999999998,21,149,170,spring,Clear Cloudy,Weekend,Medium Usage
8810,2012-01-07,1,1,1,21,0,6,0,1,18.04,0.4394,44.0,15.001299999999999,22,118,140,spring,Clear Cloudy,Weekend,Medium Usage
8811,2012-01-07,1,1,1,22,0,6,0,1,18.04,0.4394,38.0,16.997899999999998,16,93,109,spring,Clear Cloudy,Weekend,Medium Usage
8812,2012-01-07,1,1,1,23,0,6,0,1,17.22,0.4242,38.0,15.001299999999999,16,103,119,spring,Clear Cloudy,Weekend,Medium Usage
8813,2012-01-08,1,1,1,0,0,0,0,1,15.58,0.3939,40.0,19.0012,14,77,91,spring,Clear Cloudy,Weekend,Medium Usage
8814,2012-01-08,1,1,1,1,0,0,0,1,13.940000000000001,0.3333,42.0,12.998000000000001,10,62,72,spring,Clear Cloudy,Weekend,Medium Usage
8815,2012-01-08,1,1,1,2,0,0,0,1,14.76,0.3333,37.0,19.0012,10,57,67,spring,Clear Cloudy,Weekend,Medium Usage
8816,2012-01-08,1,1,1,3,0,0,0,1,13.940000000000001,0.3333,42.0,8.9981,6,26,32,spring,Clear Cloudy,Weekend,Low Usage
8817,2012-01-08,1,1,1,4,0,0,0,1,13.120000000000001,0.303,49.0,16.997899999999998,2,4,6,spring,Clear Cloudy,Weekend,Low Usage
8818,2012-01-08,1,1,1,5,0,0,0,2,13.120000000000001,0.3333,49.0,7.0015,0,2,2,spring,Mist Cloudy,Weekend,Low Usage
8819,2012-01-08,1,1,1,6,0,0,0,2,12.299999999999999,0.3333,52.0,0.0,0,2,2,spring,Mist Cloudy,Weekend,Low Usage
8820,2012-01-08,1,1,1,7,0,0,0,2,12.299999999999999,0.3333,52.0,0.0,1,23,24,spring,Mist Cloudy,Weekend,Low Usage
8821,2012-01-08,1,1,1,8,0,0,0,1,12.299999999999999,0.303,52.0,8.9981,4,53,57,spring,Clear Cloudy,Weekend,Medium Usage
8822,2012-01-08,1,1,1,9,0,0,0,1,13.120000000000001,0.3333,53.0,8.9981,23,102,125,spring,Clear Cloudy,Weekend,Medium Usage
8823,2012-01-08,1,1,1,10,0,0,0,1,13.940000000000001,0.3333,49.0,11.0014,27,181,208,spring,Clear Cloudy,Weekend,Medium Usage
8824,2012-01-08,1,1,1,11,0,0,0,1,14.76,0.3485,46.0,15.001299999999999,55,201,256,spring,Clear Cloudy,Weekend,Medium Usage
8825,2012-01-08,1,1,1,12,0,0,0,1,15.58,0.3939,43.0,15.001299999999999,78,273,351,spring,Clear Cloudy,Weekend,High Usage
8826,2012-01-08,1,1,1,13,0,0,0,1,16.400000000000002,0.4091,37.0,19.999499999999998,77,266,343,spring,Clear Cloudy,Weekend,High Usage
8827,2012-01-08,1,1,1,14,0,0,0,1,16.400000000000002,0.4091,40.0,12.998000000000001,75,253,328,spring,Clear Cloudy,Weekend,High Usage
8828,2012-01-08,1,1,1,15,0,0,0,1,16.400000000000002,0.4091,37.0,19.0012,89,241,330,spring,Clear Cloudy,Weekend,High Usage
8829,2012-01-08,1,1,1,16,0,0,0,1,16.400000000000002,0.4091,37.0,19.999499999999998,58,256,314,spring,Clear Cloudy,Weekend,High Usage
8830,2012-01-08,1,1,1,17,0,0,0,1,15.58,0.3939,40.0,15.001299999999999,22,197,219,spring,Clear Cloudy,Weekend,Medium Usage
8831,2012-01-08,1,1,1,18,0,0,0,1,13.940000000000001,0.3182,46.0,15.001299999999999,19,162,181,spring,Clear Cloudy,Weekend,Medium Usage
8832,2012-01-08,1,1,1,19,0,0,0,1,13.120000000000001,0.3182,49.0,12.998000000000001,8,104,112,spring,Clear Cloudy,Weekend,Medium Usage
8833,2012-01-08,1,1,1,20,0,0,0,1,12.299999999999999,0.303,52.0,11.0014,7,119,126,spring,Clear Cloudy,Weekend,Medium Usage
8834,2012-01-08,1,1,1,21,0,0,0,1,11.48,0.2727,56.00000000000001,15.001299999999999,10,81,91,spring,Clear Cloudy,Weekend,Medium Usage
8835,2012-01-08,1,1,1,22,0,0,0,1,10.66,0.2727,60.0,7.0015,4,54,58,spring,Clear Cloudy,Weekend,Medium Usage
8836,2012-01-08,1,1,1,23,0,0,0,1,10.66,0.2424,56.00000000000001,16.997899999999998,0,30,30,spring,Clear Cloudy,Weekend,Low Usage
8837,2012-01-09,1,1,1,0,0,1,1,1,9.84,0.2273,60.0,15.001299999999999,3,12,15,spring,Clear Cloudy,Workday,Low Usage
8838,2012-01-09,1,1,1,1,0,1,1,1,9.84,0.2424,60.0,8.9981,1,4,5,spring,Clear Cloudy,Workday,Low Usage
8839,2012-01-09,1,1,1,2,0,1,1,1,9.84,0.2424,56.00000000000001,8.9981,2,3,5,spring,Clear Cloudy,Workday,Low Usage
8840,2012-01-09,1,1,1,3,0,1,1,1,9.84,0.2424,52.0,11.0014,0,3,3,spring,Clear Cloudy,Workday,Low Usage
8841,2012-01-09,1,1,1,4,0,1,1,1,9.02,0.2424,64.0,7.0015,0,4,4,spring,Clear Cloudy,Workday,Low Usage
8842,2012-01-09,1,1,1,5,0,1,1,2,8.200000000000001,0.2273,64.0,6.0032,0,21,21,spring,Mist Cloudy,Workday,Low Usage
8843,2012-01-09,1,1,1,6,0,1,1,2,9.02,0.2273,60.0,8.9981,3,85,88,spring,Mist Cloudy,Workday,Medium Usage
8844,2012-01-09,1,1,1,7,0,1,1,2,9.02,0.2424,60.0,7.0015,1,239,240,spring,Mist Cloudy,Workday,Medium Usage
8845,2012-01-09,1,1,1,8,0,1,1,2,9.02,0.2576,55.00000000000001,6.0032,13,407,420,spring,Mist Cloudy,Workday,High Usage
8846,2012-01-09,1,1,1,9,0,1,1,2,9.02,0.2727,64.0,0.0,9,188,197,spring,Mist Cloudy,Workday,Medium Usage
8847,2012-01-09,1,1,1,10,0,1,1,1,9.84,0.2879,60.0,0.0,13,95,108,spring,Clear Cloudy,Workday,Medium Usage
8848,2012-01-09,1,1,1,11,0,1,1,2,10.66,0.2879,56.00000000000001,6.0032,6,82,88,spring,Mist Cloudy,Workday,Medium Usage
8849,2012-01-09,1,1,1,12,0,1,1,2,10.66,0.2727,56.00000000000001,7.0015,10,93,103,spring,Mist Cloudy,Workday,Medium Usage
8850,2012-01-09,1,1,1,13,0,1,1,2,10.66,0.2727,56.00000000000001,7.0015,3,77,80,spring,Mist Cloudy,Workday,Medium Usage
8851,2012-01-09,1,1,1,14,0,1,1,3,9.02,0.2273,75.0,11.0014,5,45,50,spring,Light Rain/Snow,Workday,Medium Usage
8852,2012-01-09,1,1,1,15,0,1,1,3,9.02,0.2273,75.0,11.0014,5,64,69,spring,Light Rain/Snow,Workday,Medium Usage
8853,2012-01-09,1,1,1,16,0,1,1,3,9.02,0.2576,87.0,6.0032,3,46,49,spring,Light Rain/Snow,Workday,Medium Usage
8854,2012-01-09,1,1,1,17,0,1,1,3,9.02,0.2727,87.0,0.0,5,147,152,spring,Light Rain/Snow,Workday,Medium Usage
8855,2012-01-09,1,1,1,18,0,1,1,4,8.200000000000001,0.2273,86.0,6.0032,6,158,164,spring,Heavy Rain/Snow,Workday,Medium Usage
8856,2012-01-09,1,1,1,19,0,1,1,3,8.200000000000001,0.2273,93.0,6.0032,3,187,190,spring,Light Rain/Snow,Workday,Medium Usage
8857,2012-01-09,1,1,1,20,0,1,1,2,8.200000000000001,0.2273,86.0,6.0032,5,127,132,spring,Mist Cloudy,Workday,Medium Usage
8858,2012-01-09,1,1,1,21,0,1,1,2,8.200000000000001,0.2576,93.0,0.0,1,78,79,spring,Mist Cloudy,Workday,Medium Usage
8859,2012-01-09,1,1,1,22,0,1,1,2,8.200000000000001,0.2273,92.0,7.0015,8,54,62,spring,Mist Cloudy,Workday,Medium Usage
8860,2012-01-09,1,1,1,23,0,1,1,2,9.02,0.2424,87.0,7.0015,1,51,52,spring,Mist Cloudy,Workday,Medium Usage
8861,2012-01-10,1,1,1,0,0,2,1,2,9.02,0.2424,87.0,7.0015,0,14,14,spring,Mist Cloudy,Workday,Low Usage
8862,2012-01-10,1,1,1,1,0,2,1,2,9.02,0.2424,93.0,7.0015,2,3,5,spring,Mist Cloudy,Workday,Low Usage
8863,2012-01-10,1,1,1,2,0,2,1,2,9.02,0.2273,87.0,11.0014,2,2,4,spring,Mist Cloudy,Workday,Low Usage
8864,2012-01-10,1,1,1,4,0,2,1,2,8.200000000000001,0.2121,86.0,11.0014,0,4,4,spring,Mist Cloudy,Workday,Low Usage
8865,2012-01-10,1,1,1,5,0,2,1,1,16.400000000000002,0.4091,47.0,15.001299999999999,0,23,23,spring,Clear Cloudy,Workday,Low Usage
8866,2012-01-10,1,1,1,6,0,2,1,2,7.38,0.1818,93.0,12.998000000000001,0,79,79,spring,Mist Cloudy,Workday,Medium Usage
8867,2012-01-10,1,1,1,7,0,2,1,2,7.38,0.197,93.0,11.0014,3,219,222,spring,Mist Cloudy,Workday,Medium Usage
8868,2012-01-10,1,1,1,8,0,2,1,2,7.38,0.197,93.0,11.0014,6,465,471,spring,Mist Cloudy,Workday,High Usage
8869,2012-01-10,1,1,1,9,0,2,1,2,7.38,0.197,93.0,11.0014,11,184,195,spring,Mist Cloudy,Workday,Medium Usage
8870,2012-01-10,1,1,1,10,0,2,1,2,7.38,0.197,93.0,11.0014,3,80,83,spring,Mist Cloudy,Workday,Medium Usage
8871,2012-01-10,1,1,1,11,0,2,1,1,17.22,0.4242,38.0,19.999499999999998,8,93,101,spring,Clear Cloudy,Workday,Medium Usage
8872,2012-01-10,1,1,1,12,0,2,1,1,17.22,0.4242,38.0,19.999499999999998,13,127,140,spring,Clear Cloudy,Workday,Medium Usage
8873,2012-01-10,1,1,1,13,0,2,1,1,17.22,0.4242,38.0,19.999499999999998,15,163,178,spring,Clear Cloudy,Workday,Medium Usage
8874,2012-01-10,1,1,1,14,0,2,1,1,17.22,0.4242,38.0,19.999499999999998,10,96,106,spring,Clear Cloudy,Workday,Medium Usage
8875,2012-01-10,1,1,1,15,0,2,1,1,17.22,0.4242,38.0,19.999499999999998,17,119,136,spring,Clear Cloudy,Workday,Medium Usage
8876,2012-01-10,1,1,1,16,0,2,1,1,17.22,0.4242,38.0,23.9994,15,225,240,spring,Clear Cloudy,Workday,Medium Usage
8877,2012-01-10,1,1,1,17,0,2,1,1,17.22,0.4242,38.0,16.997899999999998,14,446,460,spring,Clear Cloudy,Workday,High Usage
8878,2012-01-10,1,1,1,18,0,2,1,1,16.400000000000002,0.4091,40.0,7.0015,13,372,385,spring,Clear Cloudy,Workday,High Usage
8879,2012-01-10,1,1,1,19,0,2,1,1,15.58,0.3939,46.0,7.0015,11,270,281,spring,Clear Cloudy,Workday,Medium Usage
8880,2012-01-10,1,1,1,20,0,2,1,1,13.940000000000001,0.3485,53.0,7.0015,10,190,200,spring,Clear Cloudy,Workday,Medium Usage
8881,2012-01-10,1,1,1,21,0,2,1,1,13.120000000000001,0.3333,66.0,6.0032,7,109,116,spring,Clear Cloudy,Workday,Medium Usage
8882,2012-01-10,1,1,1,22,0,2,1,1,12.299999999999999,0.303,70.0,6.0032,10,104,114,spring,Clear Cloudy,Workday,Medium Usage
8883,2012-01-10,1,1,1,23,0,2,1,1,10.66,0.2727,81.0,7.0015,3,38,41,spring,Clear Cloudy,Workday,Medium Usage
8884,2012-01-11,1,1,1,0,0,3,1,1,10.66,0.303,81.0,0.0,2,26,28,spring,Clear Cloudy,Workday,Low Usage
8885,2012-01-11,1,1,1,1,0,3,1,1,9.84,0.2576,87.0,6.0032,1,6,7,spring,Clear Cloudy,Workday,Low Usage
8886,2012-01-11,1,1,1,2,0,3,1,1,8.200000000000001,0.2121,85.0,11.0014,0,5,5,spring,Clear Cloudy,Workday,Low Usage
8887,2012-01-11,1,1,1,3,0,3,1,1,9.02,0.2727,80.0,0.0,0,4,4,spring,Clear Cloudy,Workday,Low Usage
8888,2012-01-11,1,1,1,4,0,3,1,1,8.200000000000001,0.2121,80.0,8.9981,0,2,2,spring,Clear Cloudy,Workday,Low Usage
